crash_id,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,vehicle_id
20161214,No,No,No,20161214_No_No_No
20168008,No,No,No,20168008_No_No_No
20165156,No,No,No,20165156_No_No_No
20161086,No,No,No,20161086_No_No_No
20165077,No,No,No,20165077_No_No_No
20161076,No,No,No,20161076_No_No_No
20161232,No,No,No,20161232_No_No_No
20165168,No,No,No,20165168_No_No_No
20165078,No,No,No,20165078_No_No_No
20165119,No,No,No,20165119_No_No_No
20165003,No,No,No,20165003_No_No_No
20164062,No,No,No,20164062_No_No_No
20161055,No,No,No,20161055_No_No_No
20161099,No,No,No,20161099_No_No_No
20161179,No,No,No,20161179_No_No_No
20165160,No,No,No,20165160_No_No_No
20161053,No,Yes,No,20161053_No_Yes_No
20161354,No,No,No,20161354_No_No_No
20161145,No,No,No,20161145_No_No_No
20161272,No,No,Yes,20161272_No_No_Yes
20161223,No,Yes,No,20161223_No_Yes_No
20161035,No,No,No,20161035_No_No_No
20164071,Yes,No,No,20164071_Yes_No_No
20161195,No,No,No,20161195_No_No_No
20164057,No,No,No,20164057_No_No_No
20164016,No,Yes,No,20164016_No_Yes_No
20165087,No,No,No,20165087_No_No_No
20166002,No,No,No,20166002_No_No_No
20161047,No,No,Yes,20161047_No_No_Yes
20161017,No,No,No,20161017_No_No_No
20167018,No,No,No,20167018_No_No_No
20167013,No,No,Yes,20167013_No_No_Yes
20167040,No,No,No,20167040_No_No_No
20166021,No,No,No,20166021_No_No_No
20161089,No,No,No,20161089_No_No_No
20161202,No,No,No,20161202_No_No_No
20161071,No,No,No,20161071_No_No_No
20164017,No,No,No,20164017_No_No_No
20164059,Yes,No,No,20164059_Yes_No_No
20165023,No,No,No,20165023_No_No_No
20161273,No,No,No,20161273_No_No_No
20165121,No,No,No,20165121_No_No_No
20165138,No,No,No,20165138_No_No_No
20166030,No,No,No,20166030_No_No_No
20161330,No,No,No,20161330_No_No_No
20164075,No,No,No,20164075_No_No_No
20167037,No,No,No,20167037_No_No_No
20164013,No,No,No,20164013_No_No_No
20167016,No,No,Yes,20167016_No_No_Yes
20161336,No,No,No,20161336_No_No_No
20165122,No,No,No,20165122_No_No_No
20165018,No,No,No,20165018_No_No_No
20165069,No,No,No,20165069_No_No_No
20161090,Yes,No,No,20161090_Yes_No_No
20161227,No,No,No,20161227_No_No_No
20161296,No,No,No,20161296_No_No_No
20164053,No,No,No,20164053_No_No_No
20165167,No,No,No,20165167_No_No_No
20168001,No,No,No,20168001_No_No_No
20161178,No,No,No,20161178_No_No_No
20161188,No,No,No,20161188_No_No_No
20165170,No,No,No,20165170_No_No_No
20161116,No,Yes,Yes,20161116_No_Yes_Yes
20165101,No,No,No,20165101_No_No_No
20161352,No,No,No,20161352_No_No_No
20161242,No,No,No,20161242_No_No_No
20161356,No,No,No,20161356_No_No_No
20168003,No,No,No,20168003_No_No_No
20165022,No,No,No,20165022_No_No_No
20161143,No,No,No,20161143_No_No_No
20167012,No,No,No,20167012_No_No_No
20164049,No,No,No,20164049_No_No_No
20161238,No,No,No,20161238_No_No_No
20164022,No,No,Yes,20164022_No_No_Yes
20161277,No,No,No,20161277_No_No_No
20161110,No,No,No,20161110_No_No_No
20161209,No,Yes,No,20161209_No_Yes_No
20165071,No,No,No,20165071_No_No_No
20161329,No,No,No,20161329_No_No_No
20165038,No,No,No,20165038_No_No_No
20161081,No,No,No,20161081_No_No_No
20164065,No,No,No,20164065_No_No_No
20165128,No,No,No,20165128_No_No_No
20165086,No,No,No,20165086_No_No_No
20166008,No,No,No,20166008_No_No_No
20161346,No,No,No,20161346_No_No_No
20161051,No,No,No,20161051_No_No_No
20165097,No,No,No,20165097_No_No_No
20161153,No,No,No,20161153_No_No_No
20164023,No,No,No,20164023_No_No_No
20161308,No,No,No,20161308_No_No_No
20161020,No,No,No,20161020_No_No_No
20161092,No,No,No,20161092_No_No_No
20168009,No,No,No,20168009_No_No_No
20164031,No,No,No,20164031_No_No_No
20161323,No,No,No,20161323_No_No_No
20161171,No,No,No,20161171_No_No_No
20164034,No,No,No,20164034_No_No_No
20161100,No,No,No,20161100_No_No_No
20161138,No,No,Yes,20161138_No_No_Yes
20165109,No,Yes,No,20165109_No_Yes_No
20161247,No,No,No,20161247_No_No_No
20161207,No,No,No,20161207_No_No_No
20165149,No,No,No,20165149_No_No_No
20168011,No,No,Yes,20168011_No_No_Yes
20161279,No,No,No,20161279_No_No_No
20161181,No,Yes,No,20161181_No_Yes_No
20161003,No,Yes,No,20161003_No_Yes_No
20161014,No,No,No,20161014_No_No_No
20161170,Yes,No,No,20161170_Yes_No_No
20161173,No,No,No,20161173_No_No_No
20165053,No,No,No,20165053_No_No_No
20166016,No,No,No,20166016_No_No_No
20161292,No,No,No,20161292_No_No_No
20161230,No,No,Yes,20161230_No_No_Yes
20161026,No,No,No,20161026_No_No_No
20161278,No,No,Yes,20161278_No_No_Yes
20165085,No,No,No,20165085_No_No_No
20161215,No,Yes,No,20161215_No_Yes_No
20161343,No,No,No,20161343_No_No_No
20165007,No,No,No,20165007_No_No_No
20161245,No,No,No,20161245_No_No_No
20164035,No,No,No,20164035_No_No_No
20161335,No,No,No,20161335_No_No_No
20166012,No,No,No,20166012_No_No_No
20161198,No,No,No,20161198_No_No_No
20166019,No,No,No,20166019_No_No_No
20164056,No,No,No,20164056_No_No_No
20164060,No,No,No,20164060_No_No_No
20161169,No,No,Yes,20161169_No_No_Yes
20165146,No,No,No,20165146_No_No_No
20166025,No,No,No,20166025_No_No_No
20164063,No,No,No,20164063_No_No_No
20161218,No,No,No,20161218_No_No_No
20161339,Yes,No,No,20161339_Yes_No_No
20165165,No,No,No,20165165_No_No_No
20165102,No,No,No,20165102_No_No_No
20161203,No,No,No,20161203_No_No_No
20165157,No,No,No,20165157_No_No_No
20161149,No,No,No,20161149_No_No_No
20161302,No,Yes,No,20161302_No_Yes_No
20164039,No,No,No,20164039_No_No_No
20165010,No,No,No,20165010_No_No_No
20161112,No,No,No,20161112_No_No_No
20161056,No,No,No,20161056_No_No_No
20161291,No,Yes,No,20161291_No_Yes_No
20161029,No,No,No,20161029_No_No_No
20165024,No,No,No,20165024_No_No_No
20161338,No,No,Yes,20161338_No_No_Yes
20161300,Yes,No,No,20161300_Yes_No_No
20161219,No,No,No,20161219_No_No_No
20161061,No,No,No,20161061_No_No_No
20161031,No,No,No,20161031_No_No_No
20161206,No,No,No,20161206_No_No_No
20164041,No,No,No,20164041_No_No_No
20161057,No,No,No,20161057_No_No_No
20165067,Yes,No,No,20165067_Yes_No_No
20164054,No,Yes,No,20164054_No_Yes_No
20161328,No,No,No,20161328_No_No_No
20161028,No,No,No,20161028_No_No_No
20165133,No,No,No,20165133_No_No_No
20161353,No,No,No,20161353_No_No_No
20167022,No,No,No,20167022_No_No_No
20161349,No,No,No,20161349_No_No_No
20167024,No,No,No,20167024_No_No_No
20161246,No,No,No,20161246_No_No_No
20161108,No,No,No,20161108_No_No_No
20161176,No,No,No,20161176_No_No_No
20165050,No,No,No,20165050_No_No_No
20161289,Yes,No,No,20161289_Yes_No_No
20161080,No,No,No,20161080_No_No_No
20164047,No,No,No,20164047_No_No_No
20161184,No,No,No,20161184_No_No_No
20161268,No,No,No,20161268_No_No_No
20161314,No,No,No,20161314_No_No_No
20161248,No,No,No,20161248_No_No_No
20161091,No,No,No,20161091_No_No_No
20165095,No,No,No,20165095_No_No_No
20165009,No,No,No,20165009_No_No_No
20161088,No,No,No,20161088_No_No_No
20165103,No,No,No,20165103_No_No_No
20161234,No,No,No,20161234_No_No_No
20161205,No,No,No,20161205_No_No_No
20165140,No,No,No,20165140_No_No_No
20164066,No,No,No,20164066_No_No_No
20167011,No,No,No,20167011_No_No_No
20165068,No,No,No,20165068_No_No_No
20161317,No,No,No,20161317_No_No_No
20164005,No,No,No,20164005_No_No_No
20161225,No,No,No,20161225_No_No_No
20165123,No,No,No,20165123_No_No_No
20161052,No,No,No,20161052_No_No_No
20161033,No,Yes,No,20161033_No_Yes_No
20161019,No,No,No,20161019_No_No_No
20165028,No,Yes,No,20165028_No_Yes_No
20167001,No,No,No,20167001_No_No_No
20161156,No,No,No,20161156_No_No_No
20167033,No,No,No,20167033_No_No_No
20161193,No,No,No,20161193_No_No_No
20164015,No,No,No,20164015_No_No_No
20165099,No,Yes,No,20165099_No_Yes_No
20165058,No,No,No,20165058_No_No_No
20161059,No,No,No,20161059_No_No_No
20161147,No,No,No,20161147_No_No_No
20161204,No,No,No,20161204_No_No_No
20164067,No,No,Yes,20164067_No_No_Yes
20165017,No,No,Yes,20165017_No_No_Yes
20164026,No,No,No,20164026_No_No_No
20165031,No,No,No,20165031_No_No_No
20161286,No,No,No,20161286_No_No_No
20166023,Yes,No,No,20166023_Yes_No_No
20165143,No,No,No,20165143_No_No_No
20165037,No,No,No,20165037_No_No_No
20161075,No,No,No,20161075_No_No_No
20165106,No,No,No,20165106_No_No_No
20161216,No,No,No,20161216_No_No_No
20165150,No,No,No,20165150_No_No_No
20166001,No,No,No,20166001_No_No_No
20167025,No,No,No,20167025_No_No_No
20161152,No,No,No,20161152_No_No_No
20161063,No,No,No,20161063_No_No_No
20168006,No,No,No,20168006_No_No_No
20165073,No,No,No,20165073_No_No_No
20161041,No,No,No,20161041_No_No_No
20164033,No,No,No,20164033_No_No_No
20161109,No,No,No,20161109_No_No_No
20161197,No,No,No,20161197_No_No_No
20161192,No,No,No,20161192_No_No_No
20161130,No,No,No,20161130_No_No_No
20165094,No,No,No,20165094_No_No_No
20165046,No,No,No,20165046_No_No_No
20161131,No,No,No,20161131_No_No_No
20164042,No,No,No,20164042_No_No_No
20161280,No,No,No,20161280_No_No_No
20161350,No,No,No,20161350_No_No_No
20165054,No,No,No,20165054_No_No_No
20161034,No,No,No,20161034_No_No_No
20165152,No,No,No,20165152_No_No_No
20161096,No,No,No,20161096_No_No_No
20161128,No,No,No,20161128_No_No_No
20165055,No,No,No,20165055_No_No_No
20161275,No,No,No,20161275_No_No_No
20161102,No,No,No,20161102_No_No_No
20161119,No,No,No,20161119_No_No_No
20161290,No,No,No,20161290_No_No_No
20161162,No,No,No,20161162_No_No_No
20165084,No,No,Yes,20165084_No_No_Yes
20165090,No,No,No,20165090_No_No_No
20167028,No,No,No,20167028_No_No_No
20167015,No,No,No,20167015_No_No_No
20161307,No,No,No,20161307_No_No_No
20161344,No,No,No,20161344_No_No_No
20165083,No,No,No,20165083_No_No_No
20165144,No,No,No,20165144_No_No_No
20161304,No,No,No,20161304_No_No_No
20165005,No,No,No,20165005_No_No_No
20168005,No,No,No,20168005_No_No_No
20165056,No,No,No,20165056_No_No_No
20161293,No,Yes,No,20161293_No_Yes_No
20161228,No,No,No,20161228_No_No_No
20161243,No,No,No,20161243_No_No_No
20161284,No,No,No,20161284_No_No_No
20161326,Yes,No,No,20161326_Yes_No_No
20164003,No,No,No,20164003_No_No_No
20165001,No,No,No,20165001_No_No_No
20161239,No,No,No,20161239_No_No_No
20165029,No,No,No,20165029_No_No_No
20161039,No,No,No,20161039_No_No_No
20161113,No,No,No,20161113_No_No_No
20161258,No,No,No,20161258_No_No_No
20161185,No,No,No,20161185_No_No_No
20161122,No,No,No,20161122_No_No_No
20164051,No,No,No,20164051_No_No_No
20161007,No,No,No,20161007_No_No_No
20161146,No,No,No,20161146_No_No_No
20161240,No,No,No,20161240_No_No_No
20164012,No,No,No,20164012_No_No_No
20161024,No,No,No,20161024_No_No_No
20161269,No,No,No,20161269_No_No_No
20161157,No,No,No,20161157_No_No_No
20164025,No,No,No,20164025_No_No_No
20161067,No,No,Yes,20161067_No_No_Yes
20161095,No,No,No,20161095_No_No_No
20165064,No,No,No,20165064_No_No_No
20161044,No,No,No,20161044_No_No_No
20161137,No,No,No,20161137_No_No_No
20165048,No,No,No,20165048_No_No_No
20165051,No,No,No,20165051_No_No_No
20161101,No,No,No,20161101_No_No_No
20165120,No,No,No,20165120_No_No_No
20161064,No,No,No,20161064_No_No_No
20161172,No,No,No,20161172_No_No_No
20167020,No,No,No,20167020_No_No_No
20161325,No,No,Yes,20161325_No_No_Yes
20161005,No,No,No,20161005_No_No_No
20165042,No,No,No,20165042_No_No_No
20164074,No,No,No,20164074_No_No_No
20161148,No,No,No,20161148_No_No_No
20161140,No,No,Yes,20161140_No_No_Yes
20164014,No,No,No,20164014_No_No_No
20166009,No,No,Yes,20166009_No_No_Yes
20164007,No,No,Yes,20164007_No_No_Yes
20165166,No,No,No,20165166_No_No_No
20161166,No,No,No,20161166_No_No_No
20161123,No,No,No,20161123_No_No_No
20161186,No,No,No,20161186_No_No_No
20161217,No,No,No,20161217_No_No_No
20161265,No,Yes,No,20161265_No_Yes_No
20165061,No,No,No,20165061_No_No_No
20161155,No,Yes,No,20161155_No_Yes_No
20161210,No,No,No,20161210_No_No_No
20167019,No,No,No,20167019_No_No_No
20165013,No,No,No,20165013_No_No_No
20161254,No,No,No,20161254_No_No_No
20161032,No,No,No,20161032_No_No_No
20161310,No,Yes,No,20161310_No_Yes_No
20161196,No,No,No,20161196_No_No_No
20161001,No,No,No,20161001_No_No_No
20166024,No,No,No,20166024_No_No_No
20164046,No,Yes,No,20164046_No_Yes_No
20161097,No,No,No,20161097_No_No_No
20164001,No,No,Yes,20164001_No_No_Yes
20164064,No,No,No,20164064_No_No_No
20161038,No,No,No,20161038_No_No_No
20161183,No,No,No,20161183_No_No_No
20168007,No,No,No,20168007_No_No_No
20165035,No,No,No,20165035_No_No_No
20165163,No,No,No,20165163_No_No_No
20161319,No,No,No,20161319_No_No_No
20161180,No,No,No,20161180_No_No_No
20161011,No,No,No,20161011_No_No_No
20161224,No,No,No,20161224_No_No_No
20161276,No,No,No,20161276_No_No_No
20161301,No,No,No,20161301_No_No_No
20167039,No,No,No,20167039_No_No_No
20161118,No,No,No,20161118_No_No_No
20164030,No,No,No,20164030_No_No_No
20161021,No,No,No,20161021_No_No_No
20167002,No,No,No,20167002_No_No_No
20165164,No,No,No,20165164_No_No_No
20161318,No,No,No,20161318_No_No_No
20165145,No,No,No,20165145_No_No_No
20165002,No,No,No,20165002_No_No_No
20164050,No,No,Yes,20164050_No_No_Yes
20165063,No,Yes,No,20165063_No_Yes_No
20161062,No,No,No,20161062_No_No_No
20161060,No,No,No,20161060_No_No_No
20161134,No,No,No,20161134_No_No_No
20161002,No,No,No,20161002_No_No_No
20166003,No,No,No,20166003_No_No_No
20161334,No,No,No,20161334_No_No_No
20161065,No,Yes,No,20161065_No_Yes_No
20165112,No,No,No,20165112_No_No_No
20161049,No,No,No,20161049_No_No_No
20161299,No,No,No,20161299_No_No_No
20165139,No,No,No,20165139_No_No_No
20164069,No,No,No,20164069_No_No_No
20164072,No,No,No,20164072_No_No_No
20161133,No,Yes,No,20161133_No_Yes_No
20168010,No,No,No,20168010_No_No_No
20165100,No,No,No,20165100_No_No_No
20161342,No,Yes,No,20161342_No_Yes_No
20165141,No,No,No,20165141_No_No_No
20161069,No,No,No,20161069_No_No_No
20165091,No,No,No,20165091_No_No_No
20164061,No,No,No,20164061_No_No_No
20161309,No,No,No,20161309_No_No_No
20166007,No,No,No,20166007_No_No_No
20161009,No,No,No,20161009_No_No_No
20161199,No,No,No,20161199_No_No_No
20166022,No,No,No,20166022_No_No_No
20161027,No,No,No,20161027_No_No_No
20161295,No,No,No,20161295_No_No_No
20161093,No,No,No,20161093_No_No_No
20165047,Yes,No,No,20165047_Yes_No_No
20164076,No,No,No,20164076_No_No_No
20161016,No,No,No,20161016_No_No_No
20161341,No,No,No,20161341_No_No_No
20161098,No,No,No,20161098_No_No_No
20167021,No,No,No,20167021_No_No_No
20161331,No,No,No,20161331_No_No_No
20161068,No,No,No,20161068_No_No_No
20161048,No,No,No,20161048_No_No_No
20161256,No,No,No,20161256_No_No_No
20161263,No,No,Yes,20161263_No_No_Yes
20161294,No,No,No,20161294_No_No_No
20161175,No,No,No,20161175_No_No_No
20161315,Yes,No,No,20161315_Yes_No_No
20161107,No,No,No,20161107_No_No_No
20164068,No,Yes,No,20164068_No_Yes_No
20165135,No,No,No,20165135_No_No_No
20165129,No,No,No,20165129_No_No_No
20161187,No,No,No,20161187_No_No_No
20161040,No,No,No,20161040_No_No_No
20161174,No,No,No,20161174_No_No_No
20161333,No,No,No,20161333_No_No_No
20161103,No,No,No,20161103_No_No_No
20161150,No,No,No,20161150_No_No_No
20161139,No,Yes,No,20161139_No_Yes_No
20166033,No,No,No,20166033_No_No_No
20161120,No,No,No,20161120_No_No_No
20166031,No,No,Yes,20166031_No_No_Yes
20166015,No,No,Yes,20166015_No_No_Yes
20161189,Yes,No,No,20161189_Yes_No_No
20166026,No,No,No,20166026_No_No_No
20167030,No,No,No,20167030_No_No_No
20161298,No,No,No,20161298_No_No_No
20161006,No,No,Yes,20161006_No_No_Yes
20164002,No,No,Yes,20164002_No_No_Yes
20161182,No,No,Yes,20161182_No_No_Yes
20164032,No,No,No,20164032_No_No_No
20164036,No,No,No,20164036_No_No_No
20167026,No,No,No,20167026_No_No_No
20161332,No,No,No,20161332_No_No_No
20161083,No,No,No,20161083_No_No_No
20161287,No,No,Yes,20161287_No_No_Yes
20161321,No,No,No,20161321_No_No_No
20161237,No,No,No,20161237_No_No_No
20161073,No,No,No,20161073_No_No_No
20161126,No,No,No,20161126_No_No_No
20167003,No,No,No,20167003_No_No_No
20165006,No,No,No,20165006_No_No_No
20161154,No,No,No,20161154_No_No_No
20164058,No,No,No,20164058_No_No_No
20161260,No,No,No,20161260_No_No_No
20161327,No,No,No,20161327_No_No_No
20165021,No,Yes,No,20165021_No_Yes_No
20161337,No,Yes,No,20161337_No_Yes_No
20161127,No,No,No,20161127_No_No_No
20161313,No,No,No,20161313_No_No_No
20167004,No,No,No,20167004_No_No_No
20165116,No,No,No,20165116_No_No_No
20165142,No,No,No,20165142_No_No_No
20161348,No,Yes,No,20161348_No_Yes_No
20161274,No,No,No,20161274_No_No_No
20161220,No,Yes,No,20161220_No_Yes_No
20164055,No,No,No,20164055_No_No_No
20165161,Yes,No,No,20165161_Yes_No_No
20161345,No,Yes,No,20161345_No_Yes_No
20161306,No,No,No,20161306_No_No_No
20167029,No,No,No,20167029_No_No_No
20164009,No,No,No,20164009_No_No_No
20164019,No,No,No,20164019_No_No_No
20161105,No,Yes,No,20161105_No_Yes_No
20165153,No,No,No,20165153_No_No_No
20166010,No,No,No,20166010_No_No_No
20165137,No,No,No,20165137_No_No_No
20161104,No,No,No,20161104_No_No_No
20161078,No,No,No,20161078_No_No_No
20164040,No,No,Yes,20164040_No_No_Yes
20165059,No,No,No,20165059_No_No_No
20161241,No,No,No,20161241_No_No_No
20161008,No,No,No,20161008_No_No_No
20165020,No,No,No,20165020_No_No_No
20161311,No,No,No,20161311_No_No_No
20165015,No,No,No,20165015_No_No_No
20166018,No,No,No,20166018_No_No_No
20166014,No,No,No,20166014_No_No_No
20161036,No,No,No,20161036_No_No_No
20161165,No,No,No,20161165_No_No_No
20165044,No,No,No,20165044_No_No_No
20161282,No,No,Yes,20161282_No_No_Yes
20165093,No,No,No,20165093_No_No_No
20161201,No,No,Yes,20161201_No_No_Yes
20164024,No,No,No,20164024_No_No_No
20161022,No,No,No,20161022_No_No_No
20166017,No,No,No,20166017_No_No_No
20161259,No,No,No,20161259_No_No_No
20164027,No,No,Yes,20164027_No_No_Yes
20161347,No,No,No,20161347_No_No_No
20165019,No,No,Yes,20165019_No_No_Yes
20165155,No,No,No,20165155_No_No_No
20161030,Yes,No,No,20161030_Yes_No_No
20161158,No,Yes,No,20161158_No_Yes_No
20161114,No,Yes,No,20161114_No_Yes_No
20165075,No,No,No,20165075_No_No_No
20161355,No,No,Yes,20161355_No_No_Yes
20161121,No,Yes,No,20161121_No_Yes_No
20161012,No,No,No,20161012_No_No_No
20167006,No,No,Yes,20167006_No_No_Yes
20161266,No,No,No,20161266_No_No_No
20168002,No,No,No,20168002_No_No_No
20161316,No,No,No,20161316_No_No_No
20165148,No,No,Yes,20165148_No_No_Yes
20161281,No,No,No,20161281_No_No_No
20161045,No,No,No,20161045_No_No_No
20161200,No,No,No,20161200_No_No_No
20161270,No,No,No,20161270_No_No_No
20165169,No,No,No,20165169_No_No_No
20161297,No,No,No,20161297_No_No_No
20161213,No,Yes,No,20161213_No_Yes_No
20161285,No,No,No,20161285_No_No_No
20161255,No,No,No,20161255_No_No_No
20161324,No,No,No,20161324_No_No_No
20164038,No,No,No,20164038_No_No_No
20161094,No,No,No,20161094_No_No_No
20161305,No,No,No,20161305_No_No_No
20161351,No,No,No,20161351_No_No_No
20165026,No,No,No,20165026_No_No_No
20161252,No,No,No,20161252_No_No_No
20161141,No,No,No,20161141_No_No_No
20161236,No,No,No,20161236_No_No_No
20165147,No,No,No,20165147_No_No_No
20161264,No,No,No,20161264_No_No_No
20161164,No,No,No,20161164_No_No_No
20165098,No,No,No,20165098_No_No_No
20161070,No,No,No,20161070_No_No_No
20161043,No,No,No,20161043_No_No_No
20161257,No,No,No,20161257_No_No_No
20161117,No,No,No,20161117_No_No_No
20167010,No,No,No,20167010_No_No_No
20164018,Yes,No,No,20164018_Yes_No_No
20161023,No,No,No,20161023_No_No_No
20161084,No,No,No,20161084_No_No_No
20167027,No,No,No,20167027_No_No_No
20161025,No,No,No,20161025_No_No_No
20165070,No,No,No,20165070_No_No_No
20165004,No,No,No,20165004_No_No_No
20164028,No,No,No,20164028_No_No_No
20161085,No,No,No,20161085_No_No_No
20165016,No,No,Yes,20165016_No_No_Yes
20161249,No,Yes,No,20161249_No_Yes_No
20161136,No,No,No,20161136_No_No_No
20161013,No,No,No,20161013_No_No_No
20161077,Yes,No,No,20161077_Yes_No_No
20164029,No,No,No,20164029_No_No_No
20167034,No,No,No,20167034_No_No_No
20165057,No,No,No,20165057_No_No_No
20164044,No,No,No,20164044_No_No_No
20166013,No,No,No,20166013_No_No_No
20165030,No,No,No,20165030_No_No_No
20161177,No,No,No,20161177_No_No_No
20165079,No,No,No,20165079_No_No_No
20166032,No,No,No,20166032_No_No_No
20161159,No,No,No,20161159_No_No_No
20165154,No,No,No,20165154_No_No_No
20161111,No,No,No,20161111_No_No_No
20161050,No,No,No,20161050_No_No_No
20165127,No,No,No,20165127_No_No_No
20164043,No,No,No,20164043_No_No_No
20161222,No,No,No,20161222_No_No_No
20161018,No,No,No,20161018_No_No_No
20166027,No,No,No,20166027_No_No_No
20161267,No,No,No,20161267_No_No_No
20165114,No,No,No,20165114_No_No_No
20165082,No,No,No,20165082_No_No_No
20167017,No,No,No,20167017_No_No_No
20161037,No,No,No,20161037_No_No_No
20161160,No,No,No,20161160_No_No_No
20161163,No,No,No,20161163_No_No_No
20161106,No,No,No,20161106_No_No_No
20161212,No,No,No,20161212_No_No_No
20165060,No,No,No,20165060_No_No_No
20161233,No,No,No,20161233_No_No_No
20164073,No,No,No,20164073_No_No_No
20161074,No,No,No,20161074_No_No_No
20161190,No,No,No,20161190_No_No_No
20165076,No,No,No,20165076_No_No_No
20165159,No,No,Yes,20165159_No_No_Yes
20161058,No,No,No,20161058_No_No_No
20166020,No,No,No,20166020_No_No_No
20164010,No,No,No,20164010_No_No_No
20165092,No,No,No,20165092_No_No_No
20166028,No,No,No,20166028_No_No_No
20165014,No,No,No,20165014_No_No_No
20161312,No,No,No,20161312_No_No_No
20161046,No,No,No,20161046_No_No_No
20166011,No,Yes,No,20166011_No_Yes_No
20165118,No,Yes,No,20165118_No_Yes_No
20165065,No,No,No,20165065_No_No_No
20161208,No,No,No,20161208_No_No_No
20167036,No,No,No,20167036_No_No_No
20161125,No,No,No,20161125_No_No_No
20161283,No,No,No,20161283_No_No_No
20161229,No,No,No,20161229_No_No_No
20164070,No,No,No,20164070_No_No_No
20161072,No,No,Yes,20161072_No_No_Yes
20165096,No,No,No,20165096_No_No_No
20161132,No,No,No,20161132_No_No_No
20167032,No,No,No,20167032_No_No_No
20157024,No,No,No,20157024_No_No_No
20155018,No,No,No,20155018_No_No_No
20157016,No,No,No,20157016_No_No_No
20158007,No,No,No,20158007_No_No_No
20151041,No,No,No,20151041_No_No_No
20154091,No,No,Yes,20154091_No_No_Yes
20151162,No,No,No,20151162_No_No_No
20155139,No,No,No,20155139_No_No_No
201550039,No,No,No,201550039_No_No_No
20151205,No,No,No,20151205_No_No_No
20154085,No,No,No,20154085_No_No_No
20152148,No,No,Yes,20152148_No_No_Yes
20158009,No,No,No,20158009_No_No_No
20151103,No,No,Yes,20151103_No_No_Yes
20152011,No,Yes,No,20152011_No_Yes_No
20151120,No,No,Yes,20151120_No_No_Yes
20151292,No,No,No,20151292_No_No_No
20157019,Yes,No,No,20157019_Yes_No_No
20151051,No,No,No,20151051_No_No_No
20151316,No,No,No,20151316_No_No_No
20152225,Yes,No,No,20152225_Yes_No_No
20151094,No,No,No,20151094_No_No_No
20155021,No,No,No,20155021_No_No_No
20152185,No,No,No,20152185_No_No_No
20151192,No,No,No,20151192_No_No_No
20155081,No,No,Yes,20155081_No_No_Yes
20152191,No,No,No,20152191_No_No_No
20155009,No,No,No,20155009_No_No_No
20151141,No,No,No,20151141_No_No_No
20155035,No,No,No,20155035_No_No_No
20151282,No,No,No,20151282_No_No_No
20151154,No,No,No,20151154_No_No_No
20152220,No,No,No,20152220_No_No_No
20152090,No,No,No,20152090_No_No_No
20152104,No,No,No,20152104_No_No_No
20155103,No,No,No,20155103_No_No_No
20151008,No,No,No,20151008_No_No_No
20152088,No,No,No,20152088_No_No_No
20158013,No,No,No,20158013_No_No_No
20151021,No,No,No,20151021_No_No_No
20152139,No,Yes,No,20152139_No_Yes_No
20154012,No,No,No,20154012_No_No_No
20151216,No,No,No,20151216_No_No_No
20152023,No,No,No,20152023_No_No_No
20151002,No,No,No,20151002_No_No_No
20157011,No,No,No,20157011_No_No_No
20152096,No,No,No,20152096_No_No_No
20152163,No,No,No,20152163_No_No_No
20155116,Yes,No,No,20155116_Yes_No_No
20151028,No,No,No,20151028_No_No_No
20151017,No,No,No,20151017_No_No_No
20151054,No,No,No,20151054_No_No_No
20152105,No,No,No,20152105_No_No_No
20155034,No,No,No,20155034_No_No_No
20151033,No,No,Yes,20151033_No_No_Yes
20155102,No,No,No,20155102_No_No_No
20151104,No,No,No,20151104_No_No_No
20157017,No,No,No,20157017_No_No_No
20154013,No,No,Yes,20154013_No_No_Yes
20154073,No,No,Yes,20154073_No_No_Yes
20151254,No,No,No,20151254_No_No_No
20156008,No,No,No,20156008_No_No_No
20155080,No,No,Yes,20155080_No_No_Yes
20151039,No,No,No,20151039_No_No_No
20155011,No,No,No,20155011_No_No_No
20151199,No,No,No,20151199_No_No_No
20152146,No,No,No,20152146_No_No_No
20152022,No,No,No,20152022_No_No_No
20156025,No,No,No,20156025_No_No_No
20151145,No,No,No,20151145_No_No_No
20151241,No,No,No,20151241_No_No_No
20155044,No,No,No,20155044_No_No_No
20154019,No,No,No,20154019_No_No_No
20151224,No,No,No,20151224_No_No_No
20154054,No,No,No,20154054_No_No_No
20151097,No,No,No,20151097_No_No_No
20152061,No,No,No,20152061_No_No_No
20151013,No,No,No,20151013_No_No_No
20151275,No,No,No,20151275_No_No_No
20152168,No,No,No,20152168_No_No_No
20155058,No,No,No,20155058_No_No_No
20151004,No,No,No,20151004_No_No_No
20154020,No,No,No,20154020_No_No_No
20151206,No,No,No,20151206_No_No_No
20154096,No,No,No,20154096_No_No_No
20155004,No,No,No,20155004_No_No_No
20152172,No,Yes,No,20152172_No_Yes_No
20152080,No,No,No,20152080_No_No_No
20152044,No,No,No,20152044_No_No_No
20152095,No,No,No,20152095_No_No_No
20155121,No,No,No,20155121_No_No_No
20155063,No,No,No,20155063_No_No_No
20155024,No,No,No,20155024_No_No_No
20151197,No,Yes,No,20151197_No_Yes_No
20154040,No,No,No,20154040_No_No_No
